sentence1	sentence2	label
- Revival and renewal of national dignity and respect that have been broken and trampled during long years of dictatorial and corrupt rule and the political domination of America and the West.	- Sake rayar da daukaka da karama ta al'umma wadanda tsawon lokaci lalatattun shugabanni ‘yan mulkin kama-karya da kuma bakar siyasar Amurka da kasashen gabashi suka take su da kuma zubar musu da su.	1
At Soleiman Khan and Nawwab religious schools and under the supervision of his father and the tutorships of some great religious scholars, he studied all the 'intermediate level ' curriculum including logic, philosophy and Islamic jurisprudence in the exceptionally short time of five years.	A daidai wannan lokacin ne kuma ya karanci littafin ‘Mu’alim’. Daga nan kuma ya karanci littafin ‘Shara’iy al-Islam’ da ‘Sharh al-Lum’a’ wajen mahaifinsa da kuma marigayi Agha Mirza Mudarris Yazdi, littafan Rasa’il da Makasib kuma a wajen marigayi Hajj Sheikh Hashim Kazwini.	1
The overview and the learning objectives are also available in PDF format.	Dukansu Sassa da darajojin koyarwa suna da kyauta a cikin tsarin PDF.	0
However, what is more important than this word of thanks is that I am really proud of our physicians.	To wannan dai wani nauyi ne na wajibi da babu kokwanto cikinsa; lalle sun gudanar da aikinsu da kyau sosai; to amma sama da godiyar, shi ne cewa lalle ni ina alfahari da wadannan likitoci na mu.	1
This is, in fact, the art of women.	A hakikanin gaskiya hakan wata fasaha ce ta mace.	1
For example, the people might vote against what I want, but I must accept their vote.	Mai yiyuwa ne ra'ayin mutane ya saba wa abin da nake so; to amma wajibi ne in girmama hakan.	1
Leader Attends Graduation Ceremony at Shahid Sattari University - Khamenei.ir	Jagora Ya Halarci Bukin Yaye Daliban Jami'oin Soji	1
Deep faith and further awareness: these are what we should look for.	Imani mai zurfi da masaniya ta sosai su ne abubuwan da ya zama wajibi mu lura da su.	1
Six bonus tracks on the CD!	50paylines ne mai zane-zane a kan layi na yanar gizo!	0
"""Finally,"" Stan says, ""The Chairman of the Joint Chiefs is waiting for you in your office."""	"Majiyan yace: ""Dirakta janar aikin gabansa yakeyi kawai."""	0
Yes, even during those difficult times, my heart was not free of the hope of visiting Ka'bah and kissing the footprints of the Holy Prophet (s.w.a.) in Mecca and Medinaâ€¦. And although my wish was fulfilled during the 10-day hajj pilgrimage of the year 1358 thanks to Shahid Mahallati, the flames of that enthusiasm became brighter and stronger.	Na’am, hatta a wancan lokaci mai tsanani amma zuciyata ba ta yanke fatar ziyartar Ka’aba da kuma sumbantar bigiren kafafun annabi (s.a.w.a) a Makka da Madina ba…duk kuwa da cewa na sami damar biyan wannan fatan, bayan da na sami damar tafiya aikin hajji na kwanaki goma a shekara ta 1358 (1980) albarkacin shahid Muhallati; to amma wutar wannan shauki ta kara ruruwa ne.	1
Although no one can individually fill the created gaps, each one of you can construct a bridge of thought and fairness over the gaps to illuminate yourself and your surrounding environment.	Duk da cewa babu wani mutum, a kan kansa, da zai cike wannan gibin da aka samar, amma kowane guda daga cikinku zai iya samar da gadar tunani da adalci a kan wannan gibin da aka haifar.	1
"His Eminence referred to the efforts of the enemies to lead the Islamic Republic of Iran towards adopting an indifferent stance on the issue of Palestine and added: ""They have made every effort to achieve this goal, but their efforts have proven futile."""	Yayin da ya ke ishara da kokari ba kama hannun yaro da makiya suke yi wajen sanya Iran ta yi watsi da matsalar Palastinun, Jagoran ya bayyana cewar: Makiya sun shigo ta dukkan hanyoyi sai dai kuma sun ci kasa.	1
And the state-led antitrust investigations have been tinged with political drama from the start.	Shiga cikin gwamnati da mutanen tara suka yi ya taka dokar da jam'iyyar ta shimfida tun farko.	0
Therefore, insight is the first element, and it should not be forgotten.	A saboda haka basira, ita ce lamari na farko. Bai kamata a mance da basira ba.	1
This is very interesting for the consumers of oil in the world and for the arrogant powers whose survival depends on energy sources, on oil and gas.	Lalle wannan lamari ne mai jan hankali ga kasashen da suke amfani da mai, ga cibiyoyin ma'abota girman kai wadanda dukkanin rayuwarsu ta damfara ne da makamashi, man fetur da iskar gas.	1
Today the same thing is happening in other countries.	To a yau ma irin wannan lamari ne yake faruwa a kasashen (larabawa).	1
The necessity of putting up a resistance against this warring and usurping enemy and fighting him has been agreed upon by all Islamic denominations and all honest and healthy national currents.	Tsayin daka da gwagwarmayar tinkarar makiya, wani lamari ne da dukkanin mazhabobin Musulunci suka yi tarayya kansa.	1
Of course Imam Khomeini (r.a.) was kind enough to let some of them - like women - return to America after a short period of time. However, the main elements of the embassy stayed here for a long time.	Ko da yake Imam ya nuna tausayawa ta yadda bayan wani dan lokaci ya ba da umurnin a sake wadansu daga cikinsu - a matsayin misali matan da suke cikinsu - suka koma Amurkan; to amma su wadancan manyan mutanen da suke da hannu cikin abubuwan da ake gudanarwa a wajen kan suka ci gaba da zama na tsawon lokaci.	1
That is why our history is so outstanding.	Saboda hakan ne ma tarihinmu ya samu irin wannan daukaka.	1
New coach, new energy, but Auburn is still in the same boat.	A cikin kwanon daya amma da mai kadan yanzu soya aubergine yanka ta batches.	0
These are not just empty claims. These realities are based on objective findings.	Wadannan ba wai ikirari ba ne; wadannan abubuwa ne na hakika wadanda suka fito mana fili ta hanyar bincike.	1
Our nation is experienced in different areas of jihad: military jihad during the eight-year Sacred Defense Era, political jihad since the beginning of the Revolution, economic and scientific jihad.	Al'ummar mu a fagen jihadi; shin jihadi ne na soji a lokacin kallfaffen yaki na shekaru takwas; haka nan a fagen jihadi na siyasa, tsawon wannan lokaci; haka nan a fagen jihadi na tattalin arziki da ilimi, wata al'umma ce wacce ta ci jarrabawar da aka yi mata.	1
The ability to roll back to Windows 10 Pro at any time.	Kuna iya kashe haɗin Intanet ɗin da ke akwai ƙarƙashin Windows 10 a kowane lokaci.	0
Yazid's succession to Mu'awiyah	Zama Za Yazid Bin Mu'awiyah Bin Abi Sufian	0
She gave him a drink of water.	Suka miƙa masa ruwan tsami.	0
evaluation should be used to identify whether any changes are needed	Wajibi ne a shiga cikin masana'anta don bincika ko ana buƙatar musanya kayan aikin.	0
Of course they failed, and it was obvious that they were going to fail. But try to see what was behind their movement.	Ko shakka babu sun sha kashi, a fili yake cewa lalle za su sha kashi - wannan lamari ne da ke a fili - to amma ku duba ku ga abin da ke tattare da wannan yunkuri na su?	1
We should become used to consuming every product that is produced inside the country. In all areas including the areas related to daily consumption as well as larger and more important areas, we should create a cultural norm among ourselves and consider it our obligation to seriously avoid consuming foreign products the equivalents of which are also produced inside the country.	Wajibi ne mu saba da kuma sanya hakan ya tzamanto wata al'ada a gare mu. Haka nan kuma mu dinga jin cewa lalle wajibi ne a kanmu mu yi amfani da dukkanin kayayyakin da ake samar da irin su a cikin gida da kuma nesantar kayayyaki (irin su) da ake shigowa da su daga kasashen waje. A dukkanin fagage: shin a fagen amfani na yau da kullum ne ko kuma a fagen abubuwan da muke saye mu ajiye.	1
A League of Their Own Julie and Julia	Samun Karfinsu na Julia da kuma Lawson.	0
You dear people should develop a tendency towards Iranian products.	Wajibi ne ku zama masu nema da kuma amfani da kayayyakin da aka samar a cikin gida.	1
Twitch has 9.7 million active daily users watching an average of 106 minutes of content per day.	fizge - fizge mamaye kasuwar caca inda masu amfani da miliyan 9.7 a kullun suke ciyar da mintuna 106 suna kallon rafuka kai tsaye kowace rana a matsakaita.	0
In this way Pakistan has become the third country offering DPT in the world.	Saboda haka, Sin ta zama kasa ta biyu da za ta iya ba da DMDC mai nagarta a duk duniya.	0
There was a need for the provision of a tank for draining	A kasan tanki shi wajibi ne don sanya lakabin malalewa .	0
Thankfully, in spite of all the hardships, we made great achievements last year.	Alhamdu lillahi shekara ce da aka samu nasarori masu yawa a cikinta duk kuwa da ‘yan matsaloli da wahalhalu da aka fuskanta.	1
JUDG 14:11 And it came to pass, when they saw him, that they brought thirty companions to be with him.	14:11 Kuma a lõkacin da jama'a na wurin, ya gan shi, suka gabatar masa talatin su zauna tare da shi.	0
Therefore, all those who entered the arena of elections throughout the country fulfilled this obligatory responsibility. They carried out their duty. They showed their accurate understanding.	A saboda haka dukkanin mutanen da suka shigo wannan fagen a duk fadin kasar nan, sun yi aiki ne da wannan wajibin; sun sauke wannan nauyin da ke wuyansu, sun bayyanar da irin ingantacciyar fahimtar da suke da ita.	1
The remainder of the film follows Connie's madcap race to post bail for Nick's release.	Muna bayanin aikin haruffa Crazy don Nick don Kwafa da liƙa.	0
"""what's the big deal attacking a nice lady like that you should be ashamed of yourselves."""	"...""mai ɗaukar ɗawainiyata ta yaya za'ayi na iya fuskantar sa a matsayin girlfriend ɗinka ina jin kunyar sa gaskiya"""	0
If we are suffering from laziness and weakness, if our hearts are not close to each other, if there is malevolence among us - these are the results of the non-Islamic and anti-Islamic culture that has been imposed on us.	Idan har muka zamnato muna fama ragwantaka, idan muka zamanto masu fuskantar rauni da rashin tabuka komai, idan har zukatan mu suka zamanto ba sa dasawa da juna, idan har aka sami yanayi na fatan sharri ga junanmu, to dukkanin wadannan abubuwa sun samo asali ne sakamakon al'adun da aka shigo mana da su da kuma tilasta mana su wadanda suka saba wa Musulunci.	1
In this case, ALSA will reimburse the full price of the selected ALSAPASS.	A wannan batu, dila zai biya dukkan kuɗin cin nasara bisa ga biyan kuɗin da ke ƙasa.	0
"They shall enter into it and an evil place it is to settle in."" [The Holy Quran, Sura Ibrahim, Ayah 28-29]"	"Suna konuwa a wutar Jahannama, kuma tir da matabbatarsu"" (Suratu Ibrahim 14:28-29)."	1
Rather, it can be said that spiritual aspects are not things that someone can be appointed and elected for.	Kai ana ma iya cewa bangaren ruhi ma ba lamari ne da za a iya nada shi ba.	1
If you are not happy, you can't make anyone other happy.	Idan ba ku da farin ciki, ba za ku iya ba da gaske ga wani mutum ba.	0
not very far away from Jerusalem,	"""An yi nisa a kusa da Urushalima."	0
"yet shall he live, and will never die at all."""	Kuma zaka rayu, kuma kada ku mutu.	0
These are the things that people feel and demand.	Wadannan matsaloli ne da al'ummarmu suke ji a jikinsu kuma suke bukatar a magance musu su.	1
Trying to feel we're living	Tujhe Yaad Kya Nahin Hai	0
Leader Meets Navy Officers - Khamenei.ir	Jagora Ya Gana Da Sojojin Ruwa Na Iran A Bandar Abbas	1
"Allah the Exalted has created a woman like Fatima Zahra (s.a.) about whom Imam Askari (a.s.) or Imam Hadi (a.s.) say, ""We are the representatives of Allah among the people and Fatima is representative of Allah among us."""	"Tsawon tarihi Allah Madaukakin Sarki ya halicci mace irin Fatima al-Zahra (amincin Allah ya tabbata a gare ta) ta yadda har aka ruwaito Imam Askari ko Imam Hadi (amincin Allah ya tabbata a gare su) yana cewa: ""Mu hujjojin Allah ne a kan halittunsa, Fatima kuma hujjar Allah ce a kanmu""."	1
Of course, like any design, it has its admirers and opponents.	Hakika, kamar kowane samfurin, rutabaga yana da amfani mai kyau da kuma contraindications .	0
The Islamic Republic has overcome these threats.	To wannan tsari dai ya yi nasara a kan dukkanin wadannan barazana.	1
The second step has long been a	An kuma jaddada kalma ta biyu tare da dogon lokaci.	0
She expressed her opinion on	Ta ambata a dak'ile hankalinta na kan wayarta.	0
"Norouz, which is a seemingly non-religious Eid, is a national occasion for celebration. It does not have religious content, and it is not associated with religion. Although some narrations say ""Norouz is among our days"", I do not know how valid they are."	"Idin Noruz wanda a zahiri ba idi ne na addini ba, idi ne na kasa, ba shi da wani bangare na addini; duk kuwa da cewa a cikin wasu ruwayoyin akwai fadin cewa ""Noruz na daga cikin ranakun mu"" to ba mu san irin ingancin da wannan hadisin yake da shi ba - to amma akwai bangare na addini cikin dukkanin abubuwan da suke faruwa cikin rayuwa; ciki kuwa har da wannan idin."	1
"""Craft is necessary to get into the"	Wajibi ne don shiga cikin jaw.	0
We need to identify them. The Iranian nation should try to achieve a position that all its actions, moves, and intellectual output are referred to by the world of Islam and its intellectuals as authoritative.	Wajibi ne himmar al'ummar Iran ta zamanto cewa sun kai wani matsayi da dukkanin halaye, yunkuri da kuma tunaninsu za su zamanto wani abin koyi da riko a wajen musulmmi da kuma sauran al'ummomi; masanan sauran al'ummomi su sami hanya; wannan wani nauyi ne na tarihi da ke wuyan al'ummar Iran.	1
